lamotrigine_HELA,TRIM66,1
lamotrigine_HELA,MTR,1
lamotrigine_HELA,PKNOX1,1
lamotrigine_HELA,C1orf105,1
lamotrigine_HELA,ACRV1,1
lamotrigine_HELA,PDLIM4,0
lamotrigine_HELA,UBE2E3,0
lamotrigine_HELA,MAPKAPK3,0
lamotrigine_HELA,ERCC1,0
lamotrigine_HELA,DDX41,0
brivanib_YAPC,ELK4,1
brivanib_YAPC,SPATA2L,1
brivanib_YAPC,PTRF,1
brivanib_YAPC,DOPEY1,1
brivanib_YAPC,LRPAP1,1
brivanib_YAPC,MYC,0
brivanib_YAPC,NUP62,0
brivanib_YAPC,BCL7B,0
brivanib_YAPC,CEACAM5,0
brivanib_YAPC,RBM28,0
SYK-inhibitor_PC3,HES1,1
SYK-inhibitor_PC3,PPARG,1
SYK-inhibitor_PC3,KCNK1,1
SYK-inhibitor_PC3,DUSP4,1
SYK-inhibitor_PC3,LAMA3,1
SYK-inhibitor_PC3,GAPDH,0
SYK-inhibitor_PC3,HOXA5,0
SYK-inhibitor_PC3,PAX8,0
SYK-inhibitor_PC3,MYL9,0
SYK-inhibitor_PC3,TMEM2,0
AKT-inhibitor-1-2_HT29,SPDEF,1
AKT-inhibitor-1-2_HT29,NCOA3,1
AKT-inhibitor-1-2_HT29,HEATR6,1
AKT-inhibitor-1-2_HT29,PRSS23,1
AKT-inhibitor-1-2_HT29,SH3BP5,1
AKT-inhibitor-1-2_HT29,SUZ12,0
AKT-inhibitor-1-2_HT29,INPP1,0
AKT-inhibitor-1-2_HT29,DUSP6,0
AKT-inhibitor-1-2_HT29,TMEM2,0
AKT-inhibitor-1-2_HT29,VIL1,0
indole-3-carbinol_A375,AGK,1
indole-3-carbinol_A375,SLC16A3,1
indole-3-carbinol_A375,STEAP1B,1
indole-3-carbinol_A375,KIF20A,1
indole-3-carbinol_A375,BCS1L,1
indole-3-carbinol_A375,BRCA2,0
indole-3-carbinol_A375,CCDC144A,0
indole-3-carbinol_A375,PPEF2,0
indole-3-carbinol_A375,CNTN5,0
indole-3-carbinol_A375,DMC1,0
phenylephrine_A375,EFNA5,1
phenylephrine_A375,MAGEF1,1
phenylephrine_A375,LDLR,1
phenylephrine_A375,COMT,1
phenylephrine_A375,GTF2F1,1
phenylephrine_A375,GPR171,0
phenylephrine_A375,RPH3A,0
phenylephrine_A375,CXCR6,0
phenylephrine_A375,CXCR3,0
phenylephrine_A375,ATP7A,0
yohimbine_HELA,SPTLC2,1
yohimbine_HELA,TIAM1,1
yohimbine_HELA,FOXO3,1
yohimbine_HELA,SCP2,1
yohimbine_HELA,HIST1H2BH,1
yohimbine_HELA,ADAT1,0
yohimbine_HELA,ETFB,0
yohimbine_HELA,HACD1,0
yohimbine_HELA,CORO1A,0
yohimbine_HELA,MIF,0
cefoperazone_HELA,HILPDA,1
cefoperazone_HELA,TAF1D,1
cefoperazone_HELA,CPEB1,1
cefoperazone_HELA,SLC37A4,1
cefoperazone_HELA,GPI,1
cefoperazone_HELA,RTN2,0
cefoperazone_HELA,SH3BP4,0
cefoperazone_HELA,ROCK2,0
cefoperazone_HELA,PERP,0
cefoperazone_HELA,ELOVL6,0
propentofylline_PC3,SGK1,1
propentofylline_PC3,PDGFD,1
propentofylline_PC3,CAPN2,1
propentofylline_PC3,ENDOD1,1
propentofylline_PC3,SLC29A2,1
propentofylline_PC3,CD244,0
propentofylline_PC3,EIF4G3,0
propentofylline_PC3,SLC22A7,0
propentofylline_PC3,MBP,0
propentofylline_PC3,FAM107A,0
repaglinide_MCF7,STK10,1
repaglinide_MCF7,SOGA1,1
repaglinide_MCF7,DAXX,1
repaglinide_MCF7,LAMP3,1
repaglinide_MCF7,PITPNA,1
repaglinide_MCF7,GCAT,0
repaglinide_MCF7,KLHDC2,0
repaglinide_MCF7,SLC27A5,0
repaglinide_MCF7,GALNT1,0
repaglinide_MCF7,OXSR1,0
etizolam_PC3,IFNGR2,1
etizolam_PC3,HSD17B11,1
etizolam_PC3,TAF12,1
etizolam_PC3,PAPOLG,1
etizolam_PC3,CHD7,1
etizolam_PC3,TMOD1,0
etizolam_PC3,PARP1,0
etizolam_PC3,GNG3,0
etizolam_PC3,ATP12A,0
etizolam_PC3,HAS1,0
S-ruxolitinib_HELA,TRAP1,1
S-ruxolitinib_HELA,DNM1,1
S-ruxolitinib_HELA,ADAM10,1
S-ruxolitinib_HELA,EVL,1
S-ruxolitinib_HELA,KIF1C,1
S-ruxolitinib_HELA,ANKRD11,0
S-ruxolitinib_HELA,KLF13,0
S-ruxolitinib_HELA,LECT1,0
S-ruxolitinib_HELA,CSPP1,0
S-ruxolitinib_HELA,VCPKMT,0
selumetinib_HCC515,SNX13,1
selumetinib_HCC515,IL1B,1
selumetinib_HCC515,MYL9,1
selumetinib_HCC515,HSPA4,1
selumetinib_HCC515,ITGA3,1
selumetinib_HCC515,CEBPA,0
selumetinib_HCC515,BCAS3,0
selumetinib_HCC515,HIPK1,0
selumetinib_HCC515,AARS,0
selumetinib_HCC515,SEC61B,0
AST-1306_NPC.CAS9,ARHGEF15,1
AST-1306_NPC.CAS9,OR10H1,1
AST-1306_NPC.CAS9,INO80D,1
AST-1306_NPC.CAS9,CD48,1
AST-1306_NPC.CAS9,ABCG4,1
AST-1306_NPC.CAS9,COPE,0
AST-1306_NPC.CAS9,NCOA4,0
AST-1306_NPC.CAS9,BNIP3,0
AST-1306_NPC.CAS9,RBM23,0
AST-1306_NPC.CAS9,DNAJA3,0
dimethyl-fumarate_PC3,OGN,1
dimethyl-fumarate_PC3,OMD,1
dimethyl-fumarate_PC3,KIAA0391,1
dimethyl-fumarate_PC3,CDH12,1
dimethyl-fumarate_PC3,PRR15L,1
dimethyl-fumarate_PC3,RPL7,0
dimethyl-fumarate_PC3,DNAJC6,0
dimethyl-fumarate_PC3,TRIM24,0
dimethyl-fumarate_PC3,PIP4K2A,0
dimethyl-fumarate_PC3,BLVRB,0
retigabine_HT29,LGALS8,1
retigabine_HT29,ATG7,1
retigabine_HT29,LRP1,1
retigabine_HT29,C10orf10,1
retigabine_HT29,EIF2B3,1
retigabine_HT29,DMBT1,0
retigabine_HT29,CYP4F3,0
retigabine_HT29,FOXO3,0
retigabine_HT29,ASTE1,0
retigabine_HT29,AMACR,0
topiramate_A375,COX6B1,1
topiramate_A375,NPC2,1
topiramate_A375,MTCH2,1
topiramate_A375,RBPJ,1
topiramate_A375,SMARCD2,1
topiramate_A375,WT1,0
topiramate_A375,CXorf36,0
topiramate_A375,C2CD5,0
topiramate_A375,ARHGEF4,0
topiramate_A375,ELP6,0
genistein_PC3,ZMIZ1,1
genistein_PC3,MBOAT7,1
genistein_PC3,DUSP4,1
genistein_PC3,FAS,1
genistein_PC3,TRAFD1,1
genistein_PC3,EREG,0
genistein_PC3,BCAT1,0
genistein_PC3,TAGLN,0
genistein_PC3,TANK,0
genistein_PC3,HP,0
GSK-1292263_HELA,TRIB3,1
GSK-1292263_HELA,RNF5,1
GSK-1292263_HELA,TESK1,1
GSK-1292263_HELA,PSMD2,1
GSK-1292263_HELA,SLC25A4,1
GSK-1292263_HELA,MAP4K4,0
GSK-1292263_HELA,NPAS3,0
GSK-1292263_HELA,CNR1,0
GSK-1292263_HELA,ABCB4,0
GSK-1292263_HELA,ASCC3,0
KW-2449_NEU,SYT2,1
KW-2449_NEU,RGS7,1
KW-2449_NEU,HNRNPUL2,1
KW-2449_NEU,NMD3,1
KW-2449_NEU,VCP,1
KW-2449_NEU,ARNT2,0
KW-2449_NEU,TSC2,0
KW-2449_NEU,DTX2,0
KW-2449_NEU,CLUHP3,0
KW-2449_NEU,GRB7,0
budipine_HELA,SERPINE1,1
budipine_HELA,CALU,1
budipine_HELA,TUBB6,1
budipine_HELA,P4HA2,1
budipine_HELA,MPP5,1
budipine_HELA,ATP6V0B,0
budipine_HELA,CHP1,0
budipine_HELA,NOC2L,0
budipine_HELA,PLPP2,0
budipine_HELA,NAA11,0
PKI-179_HA1E,RAB31,1
PKI-179_HA1E,MAP1LC3B,1
PKI-179_HA1E,OSBPL9,1
PKI-179_HA1E,CDKN1A,1
PKI-179_HA1E,GPC1,1
PKI-179_HA1E,DUSP4,0
PKI-179_HA1E,MAGOHB,0
PKI-179_HA1E,NEK2,0
PKI-179_HA1E,ARHGAP11A,0
PKI-179_HA1E,NCAPD2,0
zosuquidar_A375,PAFAH1B1,1
zosuquidar_A375,MTO1,1
zosuquidar_A375,RFXAP,1
zosuquidar_A375,ZNF395,1
zosuquidar_A375,ADRA1D,1
zosuquidar_A375,UBXN6,0
zosuquidar_A375,GPRC5A,0
zosuquidar_A375,TSTA3,0
zosuquidar_A375,IER3,0
zosuquidar_A375,AMFR,0
GSK-1904529A_HS578T,EPRS,1
GSK-1904529A_HS578T,TMEM2,1
GSK-1904529A_HS578T,IGF1R,1
GSK-1904529A_HS578T,RPA1,1
GSK-1904529A_HS578T,TATDN2,1
GSK-1904529A_HS578T,POLR1C,0
GSK-1904529A_HS578T,LSR,0
GSK-1904529A_HS578T,SLC37A1,0
GSK-1904529A_HS578T,POP4,0
